beta,Energy,Mx,My,M2x,M2y,M3x,M3y,I,S
1.11,-1085.5,-153,-83.1384,40,29.4449,-24,5.58439e-14,542,-3.4641
1.11,-1085,-297,-13.8564,127,3.4641,-102,7.33563e-14,541,32.909
1.11,-1039.5,-47,39.8372,-5,-12.1244,52,4.01684e-14,525.5,4.33013
1.11,-1053.5,-14,58.8897,1,12.1244,100,2.37581e-14,536.5,-7.79423
1.11,-1155,-59,13.8564,-101,-20.7846,10,4.3475e-14,583,-29.4449
1.11,-1059.5,112,95.2628,88,67.55,-62,8.5113e-14,515.5,-33.775
1.11,-1128,98,-81.4064,25,-96.9948,14,9.98087e-14,587.5,9.52628
1.11,-983.5,-25.5,-106.521,-15.5,-11.2583,-60,8.59702e-14,503,-4.44089e-15
1.11,-1040,44,-27.7128,37,-29.4449,-82,1.05932e-13,504.5,7.79423
1.11,-1141.5,100,-95.2628,40,-81.4064,-50,1.19158e-13,569.5,35.507
1.11,-1061.5,121.5,42.4352,146.5,11.2583,-6,9.1971e-14,554,6.9282
1.11,-942,-28,183.597,-11,-102.191,44,5.31497e-14,481.5,-0.866025
1.11,-1039,-26.5,129.038,-33.5,28.5788,-58,5.79258e-14,530,29.4449
1.11,-1142,-3,98.7269,-53,-8.66025,36,3.96786e-14,568.5,-7.79423
1.11,-1055,129.5,-52.8275,-39.5,61.4878,14,6.01302e-14,544,-10.3923
1.11,-1032,179.5,-139.43,35.5,70.1481,28,7.54382e-14,520,32.909
1.11,-905,-57.5,40.7032,-201.5,-89.2006,88,2.00842e-14,446.5,-2.59808
1.11,-1026,-103,105.655,-155,19.0526,74,-3.06162e-15,494.5,-4.33013
1.11,-1005.5,-25,67.55,-56,13.8564,-10,4.81286e-14,501.5,-12.9904
1.11,-1015,-129.5,73.6122,41.5,-40.7032,40,4.31076e-14,496,39.8372
1.11,-1148.5,-75,90.0666,28,-81.4064,-18,7.33563e-14,594,15.5885
1.11,-1004,-11,-39.8372,-74,51.9615,-20,5.02105e-14,510,3.4641
1.11,-1170,32.5,-64.9519,116.5,30.3109,40,6.68657e-14,598,17.3205
1.11,-1136.5,-130.5,-78.8083,-0.5,19.9186,-42,6.08649e-14,575,15.5885
1.11,-1092.5,-87,102.191,-101,-46.7654,0,4.23728e-14,561.5,11.2583
1.11,-1070,-127.5,120.378,-102.5,-59.7558,36,2.7677e-14,538,-34.641
1.11,-1072.5,-126,-32.909,-47,48.4974,30,2.43705e-14,532.5,-49.3634
1.11,-1028.5,-19,-32.909,-86,31.1769,-40,5.78033e-14,521.5,0.866025
1.11,-995,178.5,90.9327,47.5,-26.8468,54,7.31114e-14,479,19.0526
1.11,-1066,8,-107.387,-38,-34.641,-10,7.70303e-14,544.5,51.0955
1.11,-1034.5,80,-98.7269,-53,-103.923,32,8.52354e-14,502.5,-2.59808
1.11,-932.5,-43.5,-96.1288,-141.5,-32.0429,-36,6.46614e-14,457.5,-6.06218
1.11,-967,162.5,26.8468,-18.5,51.0955,-52,8.35209e-14,488,13.8564
1.11,-1049.5,113.5,-4.33013,2.5,16.4545,-50,8.90318e-14,534.5,-19.9186
1.11,-954.5,-44.5,-139.43,-30.5,42.4352,8,5.1925e-14,455,-25.9808
1.11,-1153,-34,-200.918,-50,-24.2487,-58,8.95217e-14,565,12.1244
1.11,-926,-107.5,-82.2724,-75.5,-14.7224,20,4.31076e-14,459.5,14.7224
1.11,-1159,-132,-65.8179,-38,-86.6025,36,5.38845e-14,592.5,7.79423
1.11,-942.5,-63.5,-37.2391,-0.5,-47.6314,22,6.08649e-14,466,-20.7846
1.11,-1196,-191,-41.5692,82,-8.66025,-74,7.67854e-14,593,36.3731
1.11,-1111.5,-156.5,68.416,-12.5,-58.0237,-68,7.02947e-14,572,13.8564
1.11,-1080,-94,22.5167,-11,62.3538,8,3.25756e-14,556,-39.8372
1.11,-1155,-7.5,32.0429,-117.5,85.7365,30,1.77574e-14,585,-8.66025
1.11,-1186.5,13.5,19.9186,-66.5,174.071,-24,2.52277e-14,593.5,45.8993
1.11,-980,93.5,-18.1865,-114.5,115.181,2,3.6372e-14,480.5,-6.06218
1.11,-1050,75.5,73.6122,-138.5,68.416,20,2.91466e-14,528,-17.3205
1.11,-1079,-15,-19.0526,-65,57.1577,-6,4.39648e-14,546.5,-9.52628
1.11,-1143.5,-64.5,84.0045,-3.5,101.325,0,2.69422e-14,574.5,38.9711
1.11,-1069,63.5,52.8275,-39.5,77.0763,8,4.31076e-14,498.5,-7.79423
1.11,-907.5,-154,122.976,-26,-60.6218,20,3.86988e-14,467,-3.4641
1.11,-840.5,-84.5,63.2199,-54.5,75.3442,-2,2.584e-14,437,17.3205
1.11,-953.5,-36,-43.3013,-107,-41.5692,-18,6.25795e-14,485.5,-6.06218
1.11,-1015,-173,-27.7128,-23,-20.7846,58,2.73096e-14,499.5,-25.1147
1.11,-1129,57,-268.468,-164,-83.1384,0,8.62151e-14,572.5,11.2583
1.11,-1100.5,-57.5,-153.286,-87.5,4.33013,-2,5.54765e-14,544.5,-66.684
1.11,-1027,-87.5,-38.9711,-39.5,70.1481,46,2.09415e-14,500,-15.5885
1.11,-984.5,-161,58.8897,100,43.3013,-38,5.35171e-14,481,-22.5167
1.11,-978.5,-171,173.205,-77,6.9282,0,1.86146e-14,474.5,14.7224
1.11,-1053.5,-60,145.492,-32,-72.7461,108,2.35132e-14,522,19.0526
1.11,-1163.5,-107,169.741,-5,-138.564,106,3.39227e-14,579.5,14.7224
1.11,-1127.5,-70.5,115.181,-60.5,-108.253,-12,6.51512e-14,575.5,-33.775
1.11,-1248.5,-121,6.9282,-53,-76.2102,-10,6.01302e-14,646,-95.2628
1.11,-1187.5,-86,-22.5167,-119,-24.2487,46,3.02488e-14,606,-25.9808
1.11,-1154,15,6.9282,-59,-48.4974,72,4.5067e-14,589.5,-4.33013
1.11,-1017.5,26,-20.7846,25,12.1244,26,5.98852e-14,499.5,61.4878
1.11,-927,5.5,-25.1147,-84.5,-130.77,-20,8.86644e-14,469.5,45.8993
1.11,-1061.5,30.5,-103.057,41.5,59.7558,-46,8.02144e-14,524.5,56.2917
1.11,-1181,306,-102.191,31,-34.641,36,1.07524e-13,598.5,-32.0429
1.11,-1115.5,210,8.66025,-68,-19.0526,-66,1.03728e-13,557.5,21.6506
1.11,-996.5,82.5,-90.9327,8.5,-40.7032,-18,9.44203e-14,482,15.5885
1.11,-1054,22,-116.047,-53,-55.4256,-26,8.68275e-14,544.5,35.507
1.11,-993,-72.5,-71.8801,-60.5,30.3109,-14,4.93533e-14,485,-15.5885
1.11,-1150.5,-179.5,-99.5929,-45.5,64.9519,-16,3.33104e-14,568,-24.2487
1.11,-1193,-154.5,-58.0237,-18.5,-70.1481,-36,7.15194e-14,599.5,32.0429
1.11,-1139.5,96,25.9808,-41,-131.636,-24,1.0287e-13,552,-20.7846
1.11,-1011.5,-31.5,37.2391,8.5,87.4686,54,2.21661e-14,521.5,-18.1865
1.11,-1190,22,-235.559,34,-24.2487,88,6.44164e-14,551.5,-42.4352
1.11,-875,-215,-207.846,148,77.9423,-32,6.2457e-14,437.5,-14.7224
1.11,-917.5,-102.5,-158.483,-12.5,75.3442,-2,4.44547e-14,442.5,7.79423
1.11,-970.5,33.5,40.7032,-9.5,78.8083,2,4.54344e-14,505.5,-26.8468
1.11,-1057.5,-74.5,-2.59808,-3.5,-68.416,8,6.53961e-14,533,-15.5885
1.11,-836.5,141,27.7128,-107,-90.0666,-12,8.76847e-14,427,-20.7846
1.11,-1115.5,-80.5,113.449,77.5,-64.9519,-4,6.9315e-14,562,15.5885
1.11,-1080,-5,-119.512,-71,-53.6936,-56,9.03789e-14,564,36.3731
1.11,-978.5,73.5,-77.0763,-45.5,-118.645,-30,1.05932e-13,505,-13.8564
1.11,-1090.5,37,166.277,-11,-24.2487,22,5.25373e-14,539.5,-6.06218
1.11,-1119,88.5,125.574,-21.5,30.3109,-42,6.84578e-14,553.5,-35.507
1.11,-1089,70,71.0141,-59,17.3205,16,5.04554e-14,544,-46.7654
1.11,-1217.5,44,-34.641,19,-8.66025,-28,8.3276e-14,621.5,-16.4545
1.11,-963,63,-39.8372,13,-8.66025,-66,9.68696e-14,475.5,4.33013
1.11,-901,-114,-51.9615,52,51.9615,-72,6.98049e-14,450,-15.5885
1.11,-1152.5,-7.5,-156.751,-51.5,28.5788,42,4.76388e-14,577,-50.2295
1.11,-1157,-22.5,-120.378,5.5,16.4545,-30,7.48259e-14,578.5,4.33013
1.11,-955,-10.5,-26.8468,44.5,-37.2391,84,5.09453e-14,491,-6.9282
1.11,-1085,16.5,51.0955,17.5,16.4545,18,5.42519e-14,546.5,-12.9904
1.11,-1108.5,-14,-148.956,19,60.6218,52,4.5067e-14,561,48.4974
1.11,-1112,42,-206.114,-2,39.8372,84,4.80062e-14,554,27.7128
1.11,-1114.5,-93.5,-206.98,17.5,108.253,64,2.54727e-14,538,-8.66025
1.11,-1111.5,-204,-169.741,-5,91.7987,42,1.67777e-14,554,-34.641
1.11,-948,-216,-45.0333,-23,-181.865,36,6.41715e-14,482,-12.1244
1.11,-989,-179.5,-130.77,-132.5,42.4352,98,-5.26598e-15,501,13.8564
1.11,-839,-131,-27.7128,-38,8.66025,-80,6.66208e-14,436,-10.3923
1.11,-1040,-117.5,-47.6314,-45.5,9.52628,-32,5.38845e-14,529.5,6.06218
1.11,-1068.5,-22,-43.3013,40,-15.5885,-10,7.43361e-14,523,-10.3923
1.11,-1094.5,-22,-259.808,-107,64.0859,-22,5.84157e-14,567.5,-49.3634
1.11,-911.5,73.5,-139.43,-57.5,-35.507,18,7.65404e-14,463,-1.44329e-15
1.11,-956,108.5,45.8993,-9.5,-25.1147,32,6.71106e-14,471,-1.73205
1.11,-1077.5,-65.5,-33.775,14.5,-52.8275,8,6.76005e-14,552.5,-23.3827
1.11,-1015.5,104.5,21.6506,29.5,-2.59808,4,7.69078e-14,506,3.4641
1.11,-1160,114,-41.5692,16,-55.4256,36,8.22963e-14,564,25.9808
1.11,-951,106.5,-58.0237,62.5,-35.507,48,8.03368e-14,451.5,-21.6506
1.11,-1027,72.5,-175.803,-87.5,-25.1147,-10,8.16839e-14,499.5,-6.06218
1.11,-1166,112,-55.4256,7,1.73205,-26,8.87869e-14,580.5,7.79423
1.11,-959.5,43,-88.3346,-56,10.3923,4,6.39266e-14,465.5,-42.4352
1.11,-1034.5,-23,-166.277,-41,62.3538,-14,5.76809e-14,514.5,-16.4545
1.11,-1081,-140.5,-45.8993,-51.5,78.8083,26,1.77574e-14,554.5,-25.1147
1.11,-927.5,72,6.9282,-38,76.2102,60,3.18408e-14,484,5.10703e-15
1.11,-1070,38,128.172,1,136.832,56,1.22465e-14,549.5,14.7224
1.11,-961,-49,38.1051,-20,88.3346,-16,3.77191e-14,499,17.3205
1.11,-1118,-79,-5.19615,118,-10.3923,2,6.94375e-14,545,36.3731
1.11,-839,92.5,-132.502,-54.5,-101.325,-86,1.24547e-13,403,1.73205
1.11,-1116.5,-24.5,-63.2199,5.5,38.9711,-62,7.55607e-14,560,-17.3205
1.11,-1094,20.5,-87.4686,-12.5,6.06218,-14,7.28665e-14,545.5,-0.866025
1.11,-1071.5,15,-81.4064,-41,-154.153,-42,1.10831e-13,522.5,-25.1147
1.11,-995.5,53,95.2628,-17,29.4449,-10,5.7191e-14,493,-32.909
1.11,-1133.5,113,105.655,-8,27.7128,-10,6.52737e-14,567.5,-12.9904
1.11,-1195.5,77.5,123.842,2.5,-32.0429,-8,7.29889e-14,594,-13.8564
1.11,-1172,29,7.28306e-14,142,43.3013,-40,8.6705e-14,572,25.9808
1.11,-970.5,-79,-83.1384,-77,-51.9615,-46,7.4581e-14,474,-3.4641
1.11,-947.5,-152.5,16.4545,-48.5,49.3634,-16,3.1351e-14,481.5,-11.2583
1.11,-1100,-229.5,0.866025,44.5,40.7032,-48,4.60467e-14,552.5,-11.2583
1.11,-1018,-100,103.923,10,-90.0666,8,6.09874e-14,493.5,37.2391
1.11,-1034.5,-53,-39.8372,103,53.6936,-80,8.47456e-14,521.5,-6.06218
1.11,-1218.5,-93,72.7461,88,32.909,-30,5.91504e-14,619.5,-33.775
1.11,-1086.5,-88,51.9615,22,13.8564,44,3.4535e-14,541.5,-4.33013
1.11,-1209.5,-183.5,68.416,74.5,11.2583,-56,5.92729e-14,593,-38.1051
1.11,-1171.5,-345,-12.1244,124,6.9282,-42,4.78837e-14,585,-8.66025
1.11,-1153.5,1,-284.056,-59,5.69544e-14,-14,7.99694e-14,574.5,23.3827
1.11,-1091.5,-106,-199.186,25,86.6025,-70,6.99273e-14,521.5,-12.9904
1.11,-1060.5,-167.5,-210.444,-42.5,132.502,44,1.0287e-14,541,-1.73205
1.11,-899,208.5,-149.822,200.5,-40.7032,108,9.89515e-14,470.5,-0.866025
1.11,-1013,-101.5,191.392,-126.5,-26.8468,74,4.28626e-15,510.5,9.52628
1.11,-1061,224,-38.1051,61,46.7654,74,6.7723e-14,535,38.1051
1.11,-1180,203,-31.1769,58,22.5167,-28,1.00666e-13,593,-1.73205
1.11,-1035,188.5,111.717,32.5,113.449,4,5.65787e-14,518,-15.5885
1.11,-819.5,99.5,-184.463,74.5,-90.9327,32,1.06544e-13,419,27.7128
1.11,-1035.5,41.5,-182.731,80.5,-109.985,-2,1.14504e-13,524.5,-33.775
1.11,-1195.5,-12.5,0.866025,89.5,6.06218,-14,7.50708e-14,597,-60.6218
1.11,-1111,-41,-105.655,118,117.779,16,4.97207e-14,574.5,-70.1481
1.11,-1132.5,46.5,-165.411,-15.5,6.06218,-60,9.52775e-14,567,17.3205
1.11,-1071,68,-145.492,-5,32.909,8,7.12744e-14,534.5,-16.4545
1.11,-1066,-112,5.19615,58,43.3013,-10,4.95982e-14,522,27.7128
1.11,-897,27,58.8897,-71,41.5692,-48,5.9028e-14,447,6.9282
1.11,-926.5,-21.5,7.79423,-72.5,-37.2391,28,4.99656e-14,469.5,-16.4545
1.11,-1193,-34.5,32.0429,-45.5,-148.09,6,8.02144e-14,608.5,-40.7032
1.11,-1141,-3.88578e-15,-185.329,22,-46.7654,-42,1.01278e-13,567.5,-2.59808
1.11,-939,17,-214.774,-14,8.66025,38,6.47838e-14,470,-13.8564
1.11,-1110.5,-98.5,-151.554,23.5,30.3109,14,5.35171e-14,544.5,4.33013
1.11,-1023,-74.5,-64.9519,11.5,-0.866025,-88,8.6705e-14,525,-34.641
1.11,-1103.5,-108,-171.473,-32,67.55,-42,5.62113e-14,556,34.641
1.11,-1054,-92,-90.0666,4,-31.1769,16,6.00077e-14,518.5,40.7032
1.11,-1101,-56.5,-130.77,11.5,-35.507,-88,1.00911e-13,545,36.3731
1.11,-1238.5,-109,-143.76,-62,3.4641,44,3.77191e-14,617,-1.73205
1.11,-1148,-103.5,-12.9904,32.5,-42.4352,-78,8.78072e-14,560.5,19.9186
1.11,-1182,-138,-90.0666,64,48.4974,-18,5.52316e-14,595,-5.19615
1.11,-1062,-196,-74.4782,82,-25.9808,-34,6.99273e-14,526.5,-18.1865
1.11,-1021.5,-282.5,-2.59808,119.5,-25.1147,-32,5.80483e-14,526.5,-11.2583
1.11,-1014,-87,-3.4641,-17,41.5692,12,3.77191e-14,508,38.1051
1.11,-1057.5,-98.5,-14.7224,-15.5,26.8468,-22,5.08228e-14,524.5,61.4878
1.11,-1011.5,-169.5,7.79423,77.5,0.866025,-42,6.35592e-14,502.5,-33.775
1.11,-952.5,-33.5,-68.416,-6.5,11.2583,-14,6.45389e-14,491,-12.1244
1.11,-971,-53,-100.459,-20,98.7269,-20,4.60467e-14,484,-27.7128
1.11,-1150,-40.5,-139.43,-39.5,23.3827,0,5.78033e-14,573,-8.66025
1.11,-930.5,19,-62.3538,-89,24.2487,34,4.29851e-14,453.5,18.1865
1.11,-854,126,131.636,34,51.9615,-6,6.38041e-14,398.5,-21.6506
1.11,-1116,117.5,30.3109,-15.5,26.8468,44,5.38845e-14,576.5,28.5788
1.11,-1089.5,104,159.349,-101,74.4782,-58,5.3762e-14,525,13.8564
1.11,-1128,249.5,87.4686,-9.5,38.9711,-58,9.54e-14,542.5,-42.4352
1.11,-1081.5,129,13.8564,67,3.4641,-18,9.05014e-14,536,3.4641
1.11,-1149,109.5,-109.985,74.5,21.6506,60,7.00498e-14,568.5,33.775
1.11,-1172,-0.5,-187.928,-66.5,0.866025,10,6.45389e-14,567,12.1244
1.11,-1028.5,127.5,-123.842,-75.5,-116.913,-42,1.15484e-13,508,-41.5692
1.11,-956,-25.5,104.789,-15.5,68.416,-6,3.75967e-14,484,17.3205
1.11,-974,-48,-110.851,37,36.3731,-6,6.33142e-14,458.5,-16.4545
1.11,-1111,132.5,-116.913,53.5,7.79423,32,8.22963e-14,545,43.3013
1.11,-1019,99.5,4.33013,92.5,-33.775,2,9.24608e-14,494.5,-33.775
1.11,-1090,39.5,56.2917,-30.5,51.0955,-22,5.57214e-14,547,-6.9282
1.11,-1160.5,-29,31.1769,-17,-45.0333,-62,8.33984e-14,573,15.5885
1.11,-931.5,-17.5,28.5788,17.5,129.038,-46,4.73938e-14,468.5,-42.4352
1.11,-1163,8.5,59.7558,-36.5,104.789,16,2.79219e-14,572,-6.9282
1.11,-1125,108,32.909,-56,133.368,-24,4.58018e-14,552.5,26.8468
1.11,-1126,67,-32.909,-44,-6.9282,-8,7.17643e-14,576.5,11.2583
1.11,-1146,89.5,49.3634,-12.5,-14.7224,16,6.68657e-14,576,-41.5692
1.11,-1042.5,11,169.741,-140,46.7654,80,4.89859e-16,528,-17.3205
1.11,-1076.5,-149,110.851,-32,-5.19615,-32,4.35974e-14,523.5,28.5788
1.11,-1185,177,-116.047,40,65.8179,48,6.88252e-14,583,-15.5885
1.11,-946.5,-44.5,75.3442,-54.5,-26.8468,20,4.48221e-14,472,-20.7846
1.11,-1016,108,50.2295,-71,-3.4641,-30,7.36013e-14,500.5,-37.2391
1.11,-1185,178,27.7128,13,50.2295,-2,7.40911e-14,605.5,18.1865
1.11,-1109.5,80,-65.8179,-23,-43.3013,-10,8.65825e-14,567,22.5167
1.11,-1104,78,-60.6218,13,-3.4641,-12,8.25412e-14,576.5,-9.52628
1.11,-1109,138,19.0526,94,19.0526,30,7.65404e-14,565,-19.0526
1.11,-1010,72,-27.7128,-2,45.0333,78,3.9801e-14,487,12.1244
1.11,-1087,134,-79.6743,-71,-22.5167,-16,8.57253e-14,535.5,9.52628
1.11,-1055,11.5,33.775,41.5,35.507,-14,6.35592e-14,533,22.5167
1.11,-988,-82,41.5692,-119,-8.66025,2,3.6372e-14,491,-24.2487
1.11,-1098,-76.5,26.8468,11.5,-9.52628,-42,6.7723e-14,562,-8.66025
1.09,-1109.5,-49,-93.5307,43,6.9282,-34,7.75201e-14,524.5,23.3827
1.09,-1194.5,-36,-138.564,-62,76.2102,18,3.88213e-14,592,22.5167
1.09,-938,65,-166.277,37,3.4641,38,7.4581e-14,478,-20.7846
1.09,-1120,8.5,-99.5929,38.5,30.3109,40,5.68236e-14,569.5,-40.7032
1.09,-1002.5,-90,-46.7654,-11,103.923,24,2.4248e-14,497,1.73205
1.09,-1204,-24,-67.55,-53,128.172,72,8.81746e-15,600,-10.3923
1.09,-1104,-143,136.832,-5,-1.73205,64,1.56755e-14,551.5,-7.79423
1.09,-1157,-138,219.97,-89,-41.5692,108,-4.89859e-15,558,-6.9282
1.09,-1083,-257,116.047,22,-13.8564,58,1.08994e-14,558.5,-0.866025
1.09,-967,-270,29.4449,148,19.0526,-18,4.71489e-14,479.5,35.507
1.09,-926,34.5,-151.554,-48.5,-75.3442,24,8.03368e-14,460,10.3923
1.09,-1003.5,21.5,-163.679,8.5,-59.7558,-4,9.18485e-14,508,38.1051
1.09,-1015,33.5,-206.98,-36.5,-18.1865,-10,8.38883e-14,506,-5.19615
1.09,-991.5,102,22.5167,-11,62.3538,-108,9.20934e-14,478.5,35.507
1.09,-1166,144.5,84.0045,8.5,-49.3634,-28,9.45427e-14,582,5.19615
1.09,-1024,52,41.5692,-56,38.1051,-26,5.91504e-14,519,-29.4449
1.09,-1084,54.5,-12.9904,41.5,35.507,32,5.80483e-14,530,22.5167
1.09,-910,-51,-13.8564,16,-71.0141,12,7.07846e-14,468,-1.73205
1.09,-994.5,44,41.5692,82,-34.641,-4,8.37658e-14,500,-3.4641
1.09,-1072,39.5,116.913,50.5,-0.866025,8,6.31918e-14,515.5,23.3827
1.09,-850,-25,10.3923,22,147.224,8,2.79219e-14,443.5,30.3109
1.09,-971.5,-78,-3.4641,-20,1.2299e-13,-24,5.82932e-14,487,55.4256
1.09,-1049.5,-94,-13.8564,-47,-5.19615,2,4.6904e-14,533,31.1769
1.09,-1003,-22,124.708,-89,-19.0526,-4,4.55569e-14,493.5,-9.52628
1.09,-826.5,267.5,-12.9904,56.5,-99.5929,26,1.16464e-13,427.5,-19.9186
1.09,-1014,117.5,78.8083,59.5,-2.59808,-46,9.34406e-14,532,25.9808
1.09,-1066,157,43.3013,-32,-6.9282,16,7.15194e-14,532,-1.73205
1.09,-1084,252,-15.5885,34,25.9808,42,8.04593e-14,544,-6.9282
1.09,-1043,279.5,-0.866025,107.5,-2.59808,8,1.08259e-13,521,-38.1051
1.09,-1159.5,-66,-202.65,-98,8.66025,42,4.22503e-14,573.5,-21.6506
1.09,-924.5,-157,-76.2102,-20,39.8372,-4,3.91887e-14,466,-17.3205
1.09,-998.5,-78,-95.2628,-152,74.4782,12,2.17987e-14,512.5,-18.1865
1.09,-1063.5,157.5,71.8801,29.5,-40.7032,48,7.44585e-14,530.5,25.1147
1.09,-1149,216.5,-47.6314,128.5,-84.0045,116,9.06239e-14,580.5,-32.0429
1.09,-861,167.5,-42.4352,-9.5,40.7032,22,6.96824e-14,422,-10.3923
1.09,-1007.5,211,3.4641,94,29.4449,22,8.68275e-14,519,5.19615
1.09,-962.5,124.5,-64.9519,65.5,21.6506,-6,8.78072e-14,485.5,-59.7558
1.09,-1000,16.5,-52.8275,-39.5,-6.06218,-6,6.67433e-14,510.5,-19.9186
1.09,-1136,-220,-213.042,-11,34.641,74,1.94719e-14,583.5,-26.8468
1.09,-1101.5,-263,-237.291,-11,98.7269,40,1.27363e-14,543,-20.7846
1.09,-1046.5,-98,-133.368,58,-81.4064,40,7.22542e-14,528,-17.3205
1.09,-758,-9.5,-203.516,-84.5,-113.449,-116,1.25159e-13,365.5,2.59808
1.09,-1035.5,67.5,-295.315,-69.5,-77.0763,-90,1.27241e-13,525,-10.3923
1.09,-1112.5,205.5,40.7032,32.5,82.2724,0,7.15194e-14,543,5.19615
1.09,-1169.5,264,64.0859,31,41.5692,-78,1.09361e-13,581,-6.9282
1.09,-1005.5,-117,-36.3731,-5,-81.4064,-96,9.6992e-14,506,22.5167
1.09,-1128,-63.5,-66.684,11.5,-59.7558,-68,9.45427e-14,567.5,4.33013
1.09,-1024,73,24.2487,-20,36.3731,22,5.30272e-14,504,-43.3013
1.09,-1037,42.5,26.8468,26.5,21.6506,-34,7.50708e-14,519,5.19615
1.09,-1102,-62,38.1051,-26,6.9282,-50,6.30693e-14,550,-19.0526
1.09,-1111,-1.59872e-14,-3.4641,-35,15.5885,18,4.98431e-14,547.5,12.9904
1.09,-1140.5,113,-90.0666,28,50.2295,74,5.30272e-14,560,29.4449
1.09,-1071.5,148,-185.329,-47,-62.3538,58,8.36434e-14,536,24.2487
1.09,-960.5,-64,55.4256,19,-164.545,38,7.65404e-14,502,13.8564
1.09,-1132,-108,43.3013,25,-138.564,-6,8.07042e-14,574.5,-6.06218
1.09,-1099,58,19.0526,-47,-55.4256,-32,8.42557e-14,562,-20.7846
1.09,-1098,114.5,-137.698,8.5,-87.4686,-28,1.14627e-13,536.5,-25.1147
1.09,-1135,-7,-310.037,-89,-77.9423,-34,9.98087e-14,561,1.2779e-14
1.09,-973.5,115.5,32.0429,-39.5,66.684,-42,6.84578e-14,475,5.19615
1.09,-802,48,-10.3923,-32,5.21347e-14,-30,7.4581e-14,385,-27.7128
1.09,-1098.5,122,3.06765e-14,-20,-79.6743,-10,9.51551e-14,565,20.7846
1.09,-1144.5,78.5,-146.358,59.5,-28.5788,-22,1.02748e-13,574.5,32.0429
1.09,-1150.5,62,-200.918,-20,55.4256,-100,1.00911e-13,570,13.8564
1.09,-946.5,135,-71.0141,13,39.8372,-48,9.20934e-14,479,-27.7128
1.09,-1159,54,10.3923,10,24.2487,-18,7.01723e-14,580,-13.8564
1.09,-1123,155,6.9282,106,1.73205,26,8.58477e-14,552.5,-6.06218
1.09,-950.5,98,105.655,25,27.7128,2,6.38041e-14,485.5,35.507
1.09,-1041.5,26.5,-61.4878,68.5,23.3827,16,6.88252e-14,520.5,-9.52628
1.09,-1047.5,3,-86.6025,-29,-65.8179,-24,8.69499e-14,532.5,23.3827
1.09,-1043,-93,-69.282,-59,48.4974,54,2.21661e-14,530.5,-7.79423
1.09,-1154,-57.5,-19.9186,-21.5,16.4545,22,4.42097e-14,581.5,-6.06218
1.09,-1117.5,-85,-8.66025,-35,12.1244,-4,4.72714e-14,575,6.9282
1.09,-1050.5,14.5,64.9519,17.5,6.06218,-62,7.97245e-14,525,19.0526
1.09,-1147,77,107.387,10,-5.19615,20,6.07425e-14,595.5,-32.0429
1.09,-1110,51,110.851,40,-81.4064,-66,1.03483e-13,542,-8.66025
1.09,-963.5,30.5,90.9327,-54.5,-47.6314,-58,8.11941e-14,478,-22.5167
1.09,-819.5,61.5,80.5404,62.5,-23.3827,12,7.34788e-14,441.5,18.1865
1.09,-988.5,-2.5,63.2199,-51.5,49.3634,8,3.86988e-14,498,-31.1769
1.09,-774.5,-88,81.4064,46,-12.1244,-106,8.68275e-14,385.5,44.1673
1.09,-1068,-70,150.688,-14,-50.2295,-22,5.91504e-14,541,1.73205
1.09,-890,53.5,179.267,-54.5,-58.0237,70,4.07807e-14,418.5,4.33013
1.09,-1067.5,210.5,-40.7032,80.5,-7.79423,56,8.57253e-14,524,-39.8372
1.09,-1126,95,-32.909,58,79.6743,56,4.97207e-14,543.5,7.79423
1.09,-1015.5,88.5,-56.2917,47.5,68.416,0,6.88252e-14,496,22.5167
1.09,-1110,158.5,-0.866025,5.5,33.775,-38,8.73173e-14,558.5,23.3827
1.09,-991,317.5,-23.3827,83.5,-25.1147,16,1.13892e-13,512.5,-2.59808
1.09,-1022.5,167,-162.813,-116,5.19615,-22,8.60927e-14,490.5,-7.79423
1.09,-1142,250.5,-25.1147,-24.5,23.3827,-60,1.05565e-13,592,27.7128
1.09,-1292,303.5,90.9327,-18.5,16.4545,-88,1.14627e-13,654.5,64.9519
1.09,-1112.5,247,3.4641,109,-72.7461,88,9.45427e-14,549.5,-9.52628
1.09,-969,-162,287.52,-29,-126.44,108,1.27363e-14,498,15.5885
1.09,-1137,-99.5,129.038,-21.5,58.0237,40,1.42059e-14,553,22.5167
1.09,-909,-110,121.244,-65,-36.3731,46,2.63299e-14,448.5,9.52628
1.09,-1160,-128,-155.885,-26,10.3923,-26,6.062e-14,572,-22.5167
1.09,-767,-189.5,11.2583,-9.5,-153.286,52,5.41294e-14,396,-8.66025
1.09,-1124,-211,-103.923,70,-5.19615,8,5.14352e-14,539,-36.3731
1.09,-893,-130.5,-32.0429,-114.5,-206.98,54,6.23345e-14,427,31.1769
1.09,-984,-129.5,-4.33013,29.5,-59.7558,4,6.22121e-14,494.5,11.2583
1.09,-941.5,-135.5,-7.79423,164.5,-44.1673,-2,7.67854e-14,484.5,12.9904
1.09,-1022.5,-20,36.3731,10,53.6936,-32,5.73135e-14,513.5,-19.9186
1.09,-975,-42,43.3013,-23,-3.4641,42,3.95561e-14,495,-38.1051
1.09,-1091.5,-82,-148.956,-44,-69.282,-34,8.29086e-14,553.5,25.1147
1.09,-972.5,51,-25.9808,34,-76.2102,-78,1.14994e-13,472.5,14.7224
